Symbol,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,state,country,companyOfficers,website,maxAge,address1,industry,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,totalAssets,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,yield,algorithm,dividendRate,exDividendDate,beta,circulatingSupply,startDate,regularMarketDayLow,priceHint,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,priceToSalesTrailing12Months,dayLow,ask,ytdReturn,askSize,volume,fiftyTwoWeekHigh,forwardPE,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,profitMargins,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,enterpriseValue,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,lastDividendDate,morningStarOverallRating,earningsQuarterlyGrowth,dateShortInterest,pegRatio,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,impliedSharesOutstanding,category,fiveYearAverageReturn,regularMarketPrice,logo_url
RLLCF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RYCEY,N1 9FX,Industrials,,"Rolls-Royce Holdings plc operates as an industrial technology company worldwide. It operates in four segments: Civil Aerospace, Power Systems, Defence, and ITP Aero. The Civil Aerospace segment develops, manufactures, and sells aero engines for large commercial aircraft, regional jet, and business aviation markets, as well as provides aftermarket services. The Power Systems segment provides high-speed and medium-speed reciprocating engines, and propulsion and power generation systems for the marine, defense, power generation, and industrial markets. The Defence segment offers aero engines for military transport and patrol aircraft applications; and naval engines and submarine nuclear power plants, as well as aftermarket services. The ITP Aero segment engages in the design, research and development, manufacture and casting, assembly, and testing of aeronautical engines and gas turbines. It also provides maintenance, repair, and overhaul services for regional airlines, as well as business aviation, industrial, and defense applications. Rolls-Royce Holdings plc was founded in 1884 and is headquartered in London, the United Kingdom.",London,44 20 7222 9020,,United Kingdom,[],http://www.rolls-royce.com,1,Kings Place,Aerospace & Defense,1.695,1.74,2.1154075,0.09144542,0,,1.8,,9484100,,1.695,1.4914706,0.155,1.74,,9484100,,,,,1606694400,1.848812,,,1.7,4,USD,1.2061994,18177473,,,,14196669440,,,12578318,,1.7,0,,0,18177473,5.22,4.068182,,1.87,1.31,0,False,,0,1.8,PNK,ROLLS ROYCE HOLDINGS,Rolls-Royce Holdings plc,America/New_York,EDT,False,-14400000,EQUITY,RYCEY,finmb_408374,us_market,,,,-0.2681,,,,0.44,,8367600128,,,0.537,,,,1609372800,0.00058,,1.484,,,3.3333333,0,1672444800,1609372800,,,9921607290,16486920192,,1440720000,5:1,,,,,,,,,,,,,1.74,
SIRI,10020,Communication Services,5726,"Sirius XM Holdings Inc. provides satellite radio services on a subscription fee basis in the United States. It broadcasts music, sports, entertainment, comedy, talk, news, traffic, and weather channels, including various music genres, such as rock, pop and hip-hop, country, dance, jazz, Latin, and classical; live play-by-play sports from various leagues and colleges; various talk and entertainment channels for a range of audiences; national, international, and financial news; and limited run channels. The company also provides streaming service that includes a range of music and non-music channels, and podcasts, as well as channels that are not available on its satellite radio service; and offers applications to allow consumers to access its streaming service on smartphones, tablets, computers, home devices, and other consumer electronic equipment. In addition, it distributes satellite radios through automakers and retailers, as well as its website. Further, the company provides location-based services through two-way wireless connectivity, including safety, security, convenience, remote vehicles diagnostic, maintenance and data, and stolen or parked vehicle locator services. Additionally, it offers satellite television services, which offer music channels on the DISH Network satellite television service as a programming package; Travel Link, a suite of data services that include graphical weather, fuel prices, sports schedule and scores, and movie listings; and real-time traffic and weather services. The company was incorporated in 2013 and is headquartered in New York, New York. Sirius XM Holdings Inc. is a subsidiary of Liberty Media Corporation.",New York,212-584-5100,NY,United States,[],http://www.siriusxm.com,1,1221 Avenue of the Americas,Broadcasting,6.25,6.28,6.0024443,0.0088,1.8189999,,6.4,,23542100,,6.25,6.0911765,0.055,6.28,,23542100,,,,0.06,1612828800,1.104008,,,6.25,2,USD,211,28734322,,,,26206072832,,,29559754,3.2594619,6.25,0,,34100,28734322,8.14,20.419353,,,4.11,0,False,0.0095,47300,6.4,NMS,Sirius XM Holdings Inc.,Sirius XM Holdings Inc.,America/New_York,EDT,True,-14400000,EQUITY,SIRI,finmb_94238,us_market,,4.325,,0.01629,14.684,,,0.31,,4139980032,,,-0.548,165225906,0.0399,,1609372800,0.16395001,131000000,0.03,,,,0.75415003,1672444800,1609372800,4.59,1611878400,966560885,34770870272,,,,,,,,1614297600,1.71,,0.17639999,180257990,,,,6.28,
SKLZ,94104,Communication Services,277,"Skillz Inc. operates a mobile games platform that connects players worldwide. Its platform hosts casual esports tournaments. The company was founded in 2012 and is headquartered in San Francisco, California.",San Francisco,415 762 0511,CA,United States,[],http://www.skillz.com,1,P.O. Box 445,Electronic Gaming & Multimedia,31.45,32.17,19.999186,,0,,32.8699,,15131533,,31.45,32.53706,,32.17,,15131533,,,,,,,,,29.32,2,USD,,11931148,,,,10843606016,,,7688815,47.12255,29.32,0,,1000,11931148,46.298,,,,9.81,0,False,,1300,32.8699,NYQ,Skillz Inc.,Skillz Inc.,America/New_York,EDT,False,-14400000,EQUITY,SKLZ,finmb_224322448,us_market,,48.184,,-0.53217,-118.885,,,,,291745984,,,,14837737,0.0401,,1609372800,0.29799998,-122461000,,,,,0.20158,1672444800,1609372800,2.3,1611878400,195810490,11087800320,,,,,,,,1614297600,,,,13243033,,,,32.17,
SLB,77056,Energy,86000,"Schlumberger Limited supplies technology for reservoir characterization, drilling, production, and processing to the oil and gas industry worldwide. It operates in four divisions: Digital & Integration, Reservoir Performance, Well Construction, and Production Systems. The company offers reservoir interpretation and data processing services; open and cased-hole, and slickline services; exploration and production pressure and flow-rate measurement services; tubing-conveyed perforating services; integrated production systems; software, consulting, information management, and IT infrastructure services; reservoir characterization, field development planning, and production enhancement consulting services; and petro technical data services and training solutions. It designs, manufactures, and markets roller cone and fixed cutter drill bits; supplies drilling fluid systems, fluid systems and specialty equipment, production technology solutions, and engineered managed pressure and underbalanced drilling solutions; and offers environmental services and products; provides drilling and measurement, land drilling rigs, and related support services; and supplies well planning and drilling, engineering, supervision, logistics, procurement, and contracting services, as well as drilling rig management services. In addition, the company offers well services; coiled tubing equipment; hydraulic fracturing, multistage completions, perforating, coiled tubing equipment, and services; well completion services and equipment; artificial lift production equipment and optimization services; and production management services. Further, it provides integrated subsea production systems; drilling equipment and services; onshore and offshore platform wellhead systems and processing solutions; and valve and process systems. The company was formerly known as SocieÂ´teÂ´ de Prospection EÂ´lectrique. Schlumberger Limited was founded in 1926 and is based in Houston, Texas.",Houston,,TX,United States,[],http://www.slb.com,1,5599 San Felipe,Oil & Gas Equipment & Services,29.12,28.74,21.298,0.030048076,,,28.79,,14696866,,29.12,26.639118,0.875,28.74,,14696866,,,,0.5,1613433600,2.421451,,,27.8338,2,USD,,11347179,,,,39235452928,,,14066093,1.6624488,27.8338,0,,1200,11347179,30.41,19.48611,,4.24,11.87,28.02,False,0.0172,900,28.79,NYQ,Schlumberger N.V.,Schlumberger Limited,America/New_York,EDT,True,-14400000,EQUITY,SLB,finmb_301966,us_market,,2.367,,-0.44566002,13.229,,,1.44,,1398269952,,,8.67,20364440,0.0146,,1609372800,0.76162004,-10517999616,-7.57,,,3.2364473,0.00164,1672444800,1609372800,1.47,1611878400,1388845145,55853531136,,1144627200,2:1,,,,0.123,1614297600,0.7,,0.0146,20882643,,,,28.74,
SNAP,90405,Communication Services,3863,"Snap Inc. operates as a camera company in the United States and internationally. The company offers Snapchat, a camera application with functionalities, such as Camera, Communication, Snap Map, Stories, and Spotlight that enable people to communicate through short videos and images. It also provides Spectacles, an eyewear product that connects with Snapchat and captures video from a human perspective; and advertising products, including AR and Snap ads. The company was formerly known as Snapchat, Inc. and changed its name to Snap Inc. in September 2016. Snap Inc. was founded in 2010 and is headquartered in Santa Monica, California.",Santa Monica,310-399-3339,CA,United States,[],http://www.snap.com,1,2772 Donald Douglas Loop North,Internet Content & Information,63.74,64.4,44.695927,,0,,65.13,,21711050,,63.74,60.63059,,64.4,,21711050,,,,,,1.307519,,,60.92,2,USD,,17410620,,,,93861511168,,,22373237,37.44536,60.92,62.94,,800,17410620,73.59,105.47458,,,7.89,0,False,,1100,65.13,NYQ,Snap Inc.,Snap Inc.,America/New_York,EDT,False,-14400000,EQUITY,SNAP,finmb_224055283,us_market,,38.141,,-0.37694,-124.921,,,0.59,,1252989952,,,1.55,60879996,0.0404,,1609372800,0.61619,-944838976,-0.649,,,40.148388,0.24168,1672444800,1609372800,2.31,1611878400,1103022751,95605301248,,,,,,,,1614297600,6.3,,0.0552,61899120,,,,64.4,
SNDL,T2R 1P3,Healthcare,868,"Sundial Growers Inc. engages in the production, distribution, and sale of cannabis products for the adult-use market It is also involved in the production, distribution, and sale of ornamental plants and herbs in the United Kingdom. The company offers its products under the Top Leaf, Sundial Cannabis, Palmetto, and Grasslands brands. Sundial Growers Inc. was incorporated in 2006 and is headquartered in Calgary, Canada.",Calgary,403 948 5227,AB,Canada,[],http://www.sundialgrowers.com,1,919â11 Avenue SW,Drug Manufacturers—Specialty & Generic,1.62,1.745,0.6289704,,0,,1.75,,301246683,,1.62,1.3904706,,1.745,,301246683,,,,,,,,,1.45,4,USD,,472620764,,,,2506947328,,,548972094,,1.45,0,,38500,472620764,3.96,-3.4318182,,,0.138,0,False,,309400,1.75,NCM,Sundial Growers Inc.,Sundial Growers Inc.,America/New_York,EDT,False,-14400000,EQUITY,SNDL,finmb_432220968,us_market,,,,0,,,,-0.44,,1660230016,,,,180143984,0.108500004,,1577750400,0.030840002,,,,,,0.016280001,1640908800,1601424000,0.42,1611878400,436734624,622953984,,,,,,,,1614297600,,,0.1105,72814145,,,,1.745,
STAY,28277,Consumer Cyclical,,"Extended Stay America, Inc., together with its subsidiaries, owns, operates, develops, and manages hotels in the United States. As of December 31, 2020, the company had a network of 646 hotels. It serves customers in the mid-priced extended stay segment. The company also licenses Extended Stay America brand to third-party franchisees. Extended Stay America, Inc. was founded in 1995 and is headquartered in Charlotte, North Carolina.",Charlotte,980-345-1600,NC,United States,[],http://extendedstayamerica.com,1,11525 North Community House Road,Lodging,19.21,19.3,13.775259,0.0062467465,2,,19.4,,952660,,19.21,15.795,0.12,19.3,,952660,,,,0.12,1615420800,1.903033,,,19.245,2,USD,35.740738,14033033,,,,3426927104,,,1727083,3.335355,19.245,0,,27000,14033033,19.441,24.430378,,4.89,5.35,0,False,0.0070999996,21500,19.4,NMS,"Extended Stay America, Inc. Pai","Extended Stay America, Inc.",America/New_York,EDT,False,-14400000,EQUITY,STAY,finmb_347306,us_market,,5.56,,0.09368,16.029,2.123577,,0.79,,177560992,,,6.406,2251916,0.0127,,1609372800,0.9423,96256000,0.54,0.09,0.652609,3.0128002,0.01044,1672444800,1609372800,2.18,1611878400,158954056,5712427008,,,,,1615420800,,1.755,1614297600,0.92,,0.0128,2008756,,,,19.3,
SWN,77389,Energy,900,"Southwestern Energy Company, an independent energy company, engages in the exploration, development, and production of natural gas, oil, and natural gas liquids (NGLs) in the United States. It operates through two segments: Exploration and Production, and Marketing. The company focuses on the development of unconventional natural gas and oil reservoirs located in Pennsylvania, Ohio, and West Virginia. As of December 31, 2020, it had approximately 217,296 net acres in Northeast Appalachia; and approximately 571,922 net acres in Southwest Appalachia. The company's estimated proved natural gas, oil, and NGLs reserves comprise 11,990 billion cubic feet of natural gas equivalent (Bcfe); and 2,437 Bcfe of proved undeveloped reserves. It also engages in marketing and transportation of natural gas, oil, and NGLs. It serves energy companies, utilities, and industrial purchasers of natural gas. Southwestern Energy Company was incorporated in 1929 and is headquartered in Spring, Texas.",Spring,832-796-1000,TX,United States,[],http://www.swn.com,1,10000 Energy Drive,Oil & Gas E&P,4.32,4.27,3.2302222,,0,,4.47,,19458960,,4.32,4.1411767,,4.27,,19458960,,,,,956016000,1.62351,,,4.22,4,USD,,14406047,,,,2981101056,,,21391183,1.2916383,4.22,0,,41800,14406047,4.69,5.154762,,,1.54,4.26,False,,29200,4.47,NYQ,Southwestern Energy Company,Southwestern Energy Company,America/New_York,EDT,False,-14400000,EQUITY,SWN,finmb_304260,us_market,,2.718,,-1.34835,10.474,1.107317,,0.84,,674457024,,,0.738,32601579,0.048299998,,1609372800,0.937,-3112000000,-5.423,0.0075,0.652609,5.867209,0.0058999998,1672444800,1609372800,1.64,1611878400,668410740,6274020864,,1206489600,2:1,,956016000,,,1614297600,-0.2,,0.0876,47915319,,,,4.27,
T,75202,Communication Services,230760,"AT&T Inc. provides telecommunication, media, and technology services worldwide. The company operates through Communications, WarnerMedia, and Latin America segments. The Communications segment offers wireless voice and data communications services; video and targeted advertising services; broadband, including fiber, and legacy telephony internet and voice communication; and wireline telecom services. It also sells handsets, wirelessly enabled computers, wireless data cards, and IP-based set-top boxes, as well as various accessories, such as carrying cases and hands-free devices through the company-owned stores, agents, and third-party retail stores. This segment markets its communications services and products under the AT&T, Cricket, AT&T PREPAIDSM, AT&T TV, AT&T Fiber, and DIRECTV brand names. The WarnerMedia segment primarily produces, distributes, and licenses television programming and feature films; distributes home entertainment products in physical and digital formats; and produces and distributes mobile and console games, and consumer products, as well as offers brand licensing services, and advertising services. It also operates cable networks; video on demand streaming platform under the HBO Max and HBO GO names; multichannel pay television services under the HBO and Cinemax; and digital media properties, as well as licenses its content to television networks and over-the-top services. The Latin America segment offers video entertainment and audio programming services under the DIRECTV and SKY brands primarily to residential customers; pay-TV services, including HD sports video content; and postpaid and prepaid wireless services under the AT&T and Unefon brands, as well as sells various handsets through company-owned stores, agents, and third-party retail stores. The company was formerly known as SBC Communications Inc. and changed its name to AT&T Inc. in November 2005. AT&T Inc. was incorporated in 1983 and is headquartered in Dallas, Texas.",Dallas,210-821-4105,TX,United States,[],http://www.att.com,1,208 South Akard Street,Telecom Services,29.93,29.75,28.797777,0.069495484,,,30.04,,50838000,,29.93,29.026764,2.08,29.75,,50838000,,,,2.08,1610064000,0.730769,,,29.69,2,USD,,34747757,,,,212797341696,,,45576784,1.2389226,29.69,29.98,,800,34747757,33.24,9.284829,,5.82,26.08,0,False,0.0704,21500,30.04,NYQ,AT&T Inc.,AT&T Inc.,America/New_York,EDT,False,-14400000,EQUITY,T,finmb_100231,us_market,,2.349,,-0.03014,7.958,-0.08888888,,3.23,,7131760128,,,22.688,115573551,0.0162,,1609372800,0.53534,-5368999936,-0.75,0.52,0.652609,1.3218441,0.00077,1672444800,1609372800,2.71,1611878400,7121992980,403379879936,,890352000,2:1,,1610064000,,,1614297600,7.88,,0.0162,113555497,,,,29.75,
TECK,V6C 0B3,Basic Materials,10000,"Teck Resources Limited engages in exploring for, acquiring, developing, and producing natural resources in Asia, Europe, and North America. It operates through Steelmaking Coal, Copper, Zinc, and Energy segments. The company's principal products include steelmaking coal; copper concentrates and refined copper cathodes; refined zinc and zinc concentrates; energy products, such as bitumen; and lead and molybdenum concentrates. It also produces gold, silver, germanium, indium, and cadmium, as well as chemicals, industrial products, and fertilizers. In addition, the company holds interest in Frontier oil sands projects in the Athabasca region of Alberta; and owns interests in exploration and development projects in Australia, Chile, Ireland, Mexico, Peru, Turkey, and the United States. The company was formerly known as Teck Cominco Limited and changed its name to Teck Resources Limited in April 2009. Teck Resources Limited was founded in 1913 and is headquartered in Vancouver, Canada.",Vancouver,604-699-4000,BC,Canada,[],http://www.teck.com,1,Bentall 5,Other Industrial Metals & Mining,22.34,22.15,16.852148,0.006714414,,,22.6,,4474250,,22.34,20.604412,0.15,22.15,,4474250,,,,0.16,1615507200,1.45787,,,21.63,2,USD,4.911534,10717381,,,,11971059712,,,4354969,,21.63,0,,1100,10717381,23.93,7.749117,,0.82,5.6,0,False,0.0069999998,800,22.6,NYQ,Teck Resources Ltd,Teck Resources Limited,America/New_York,EDT,True,-14400000,EQUITY,TECK,finmb_189526,us_market,,,,-0.09656,,,,2.83,,522800000,,,29.21,7478906,0.014099999,,1609372800,0.66339,,4.465,,,0.75077033,0.0029699998,1672444800,1609372800,1.49,1611878400,463855826,11636058112,,1178841600,2:1,,,,,1614297600,-0.85,,,10135909,,,,22.15,
TLRY,V9X IJ2,Healthcare,1030,"Tilray, Inc. engages in the research, cultivation, processing, and distribution of medical cannabis. The company offers its products to patients, physicians, clinics, pharmacies, governments, and hospitals; and for researchers for commercial purposes, as well as compassionate access and clinical research applications. It operates in Argentina, Australia, Canada, Chile, Croatia, Cyprus, Germany, Israel, New Zealand, Portugal, Spain, Africa, Switzerland, the United States, Malta, and the United Kingdom. The company was incorporated in 2018 and is headquartered in Nanaimo, Canada.",Nanaimo,844 845 7291,BC,Canada,[],http://www.tilray.com,1,1100 Maughan Road,Drug Manufacturers—Specialty & Generic,30.465,30.52,12.824889,,0,,30.55,,30938416,,30.465,27.11353,,30.52,,30938416,,,,,,2.86304,,,26.17,2,USD,,42308100,,,,4632313344,,,41025145,24.209978,26.17,0,,4000,42308100,67,-107.88,,,2.43,0,False,,800,30.55,NMS,"Tilray, Inc. - Class 2","Tilray, Inc.",America/New_York,EDT,False,-14400000,EQUITY,TLRY,finmb_553592932,us_market,,28.056,,-1.4167199,-48.577,,,-0.25,,171758000,,,2.36,22472555,0.1308,,1609372800,0.16209,-271072992,-2.151,,,11.427966,0.16816999,1672444800,1609372800,0.37,1611878400,143816147,5368215040,,,,,,,,1614297600,11.96,,0.1371,30763715,,,,30.52,
TSLA,94304,Consumer Cyclical,70757,"Tesla, Inc. designs, develops, manufactures, leases, and sells electric vehicles, and energy generation and storage systems in the United States, China, and internationally. The company operates in two segments, Automotive, and Energy Generation and Storage. The Automotive segment offers electric vehicles, as well as sells automotive regulatory credits. It provides sedans and sport utility vehicles through direct and used vehicle sales, a network of Tesla Superchargers, and in-app upgrades; and purchase financing and leasing services. This segment is also involved in the provision of non-warranty after-sales vehicle services, sale of used vehicles, retail merchandise, and vehicle insurance, as well as sale of products through its subsidiaries to third party customers; services for electric vehicles through its company-owned service locations, and Tesla mobile service technicians; and vehicle limited warranties and extended service plans. The Energy Generation and Storage segment engages in the design, manufacture, installation, sale, and leasing of solar energy generation and energy storage products, and related services to residential, commercial, and industrial customers and utilities through its website, stores, and galleries, as well as through a network of channel partners. This segment also offers service and repairs to its energy product customers, including under warranty; and various financing options to its solar customers. The company was formerly known as Tesla Motors, Inc. and changed its name to Tesla, Inc. in February 2017. Tesla, Inc. was founded in 2003 and is headquartered in Palo Alto, California.",Palo Alto,650-681-5000,CA,United States,[],http://www.tesla.com,1,3500 Deer Creek Road,Auto Manufacturers,707.94,703.35,593.0951,,0,,707.7684,,46514883,,707.94,757.37354,,703.35,,46514883,,,,,,2.06013,,,671,2,USD,1057.625,32195672,,,,665879314432,,,39591794,21.114893,671,0,,2900,32195672,900.4,122.62319,,,70.102,0,False,,800,707.7684,NMS,"Tesla, Inc.","Tesla, Inc.",America/New_York,EDT,True,-14400000,EQUITY,TSLA,finmb_27444752,us_market,,21.402,,0.02286,157.951,,,5.52,,959854016,,,23.151,44000524,0.0458,,1609372800,0.42529,690000000,0.64,,,29.237616,0.19985001,1672444800,1609372800,1.59,1611878400,771309480,674925707264,,1598832000,5:1,,,,1.571,1614297600,6.45,,0.056999996,52379526,,,,703.35,
TWTR,94103,Communication Services,5500,"Twitter, Inc. operates as a platform for public self-expression and conversation in real time United States, Japan, and internationally. The company offers Twitter, a platform that allows users to consume, create, distribute, and discover content. It also provides promoted products and services, such as promoted tweets, promoted accounts, and promoted trends, which enable its advertisers to promote their brands, products, and services. In addition, the company offers MoPub, a mobile-focused advertising exchange that combines ad serving, ad network mediation, and a real-time bidding exchange into one monetization platform; Twitter Audience platform, an advertising offering that enables advertisers to extend advertising campaigns; Developer and Enterprise solutions, a software-as-a-service platform that enables developers to build products on Twitter; and paid enterprise access for its public data streams. Twitter, Inc. was founded in 2006 and is headquartered in San Francisco, California.",San Francisco,415-222-9670,CA,United States,[],http://www.twitter.com,1,1355 Market Street,Internet Content & Information,70.28,71.07,51.220074,,0,,71.86,,18718733,,70.28,65.20118,,71.07,,18718733,,,,,,0.810942,,,68.57,2,USD,,13207708,,,,54354186240,,,21030344,14.625695,68.57,69.5,,1400,13207708,80.75,56.762295,,,20,68.7,False,,800,71.86,NYQ,"Twitter, Inc.","Twitter, Inc.",America/New_York,EDT,True,-14400000,EQUITY,TWTR,finmb_35962803,us_market,,14.25,,-0.30558002,94.193,,,1.22,,798153024,,,10.039,29454861,0.0369,,1609372800,0.76355004,-1135625984,-1.441,,,6.8980975,0.022650002,1672444800,1609372800,1.09,1611878400,775908298,52958748672,,,,,,,0.87,1614297600,177.65,,0.0421,17685924,,,,71.07,
UAL,60606,Industrials,74400,"United Airlines Holdings, Inc., through its subsidiaries, provides air transportation services in North America, Asia, Europe, Africa, the Pacific, the Middle East, and Latin America. The company transports people and cargo through its mainline and regional fleets. It also sells fuel; and offers catering, ground handling, and maintenance services for third parties. The company was formerly known as United Continental Holdings, Inc. and changed its name to United Airlines Holdings, Inc. in June 2019. United Airlines Holdings, Inc. is headquartered in Chicago, Illinois.",Chicago,872 825 4000,IL,United States,[],http://www.united.com,1,233 South Wacker Drive,Airlines,60.94,61.11,41.948517,,0,,61.2,,19723966,,60.94,47.992943,,61.11,,19723966,,,,,1199664000,1.66143,,,59.21,2,USD,,18306413,,,,19048050688,,,15735386,1.2405113,59.21,0,,1300,18306413,61.69,20.003345,,,17.8,0,False,,900,61.2,NMS,"United Airlines Holdings, Inc.","United Airlines Holdings, Inc.",America/New_York,EDT,True,-14400000,EQUITY,UAL,finmb_309845,us_market,,2.71,,-0.46036997,-6.317,,,2.99,,318476000,,,19.112,14248998,0.044699997,,1609372800,0.62117,-7069000192,-25.301,,,3.1294477,0.00228,1672444800,1609372800,0.87,1611878400,317562253,41615945728,,832636800,4:1,,,,,1614297600,0.15,,0.0508,16374303,,,,61.11,
UBER,94158,Technology,22800,"Uber Technologies, Inc. develops and operates proprietary technology applications in the United States, Canada, Latin America, Europe, the Middle East, Africa, and the Asia Pacific. It connects consumers with independent providers of ride services for ridesharing services and other forms of transportation services, including public transit, as well as connect riders and other consumers with restaurants, grocers, other stores, and delivery service providers for meal preparation, grocery, and other delivery services. The company operates through four segments: Mobility, Delivery, Freight, and Advanced Technologies Group (ATG) and Other Technology Programs. The Mobility segment provides products that connect consumers with mobility drivers who provide rides in a range of vehicles, such as cars, auto rickshaws, motorbikes, minibuses, or taxis. It also offers Uber for Business, financial partnerships, transit, and vehicle solutions offerings. The Delivery segment allows consumers to search for and discover local restaurants, order a meal, and either pick-up at the restaurant or have the meal delivered, as well as offers grocery and convenience store delivery, and select other goods. The Freight segment connects carriers with shippers on the company's platform and enable carriers upfront, transparent pricing, and the ability to book a shipment. The ATG and Other Technology Programs segment engages in the development and commercialization of autonomous vehicle and ridesharing technologies, as well as Uber Elevate. The company was formerly known as Ubercab, Inc. and changed its name to Uber Technologies, Inc. in February 2011. Uber Technologies, Inc. was founded in 2009 and is headquartered in San Francisco, California.",San Francisco,415 612 8582,CA,United States,[],http://www.uber.com,1,1515 3rd Street,Software—Application,60.19,59.99,47.33852,,0,,61.02,,18688033,,60.19,56.331177,,59.99,,18688033,,,,,,,,,58.38,2,USD,,12009768,,,,112151027712,,,21740355,10.06832,58.38,58.92,,1100,12009768,64.05,-87.835815,,,13.71,57.25,False,,2900,61.02,NYQ,"Uber Technologies, Inc.","Uber Technologies, Inc.",America/New_York,EDT,False,-14400000,EQUITY,UBER,finmb_144524848,us_market,,10.493,,-0.60758996,-31.64,,,-0.67,,1858339968,,,7.145,57782840,0.0311,,1609372800,0.74886,-6768000000,-3.861,,,8.236528,0.01962,1672444800,1609372800,2.56,1611878400,1625432090,116878106624,,,,,,,,1614297600,-0.6,,0.038900003,56059477,,,,59.99,
VALE,22250-145,Basic Materials,,"Vale S.A., together with its subsidiaries, produces and sells iron ore and iron ore pellets for use as raw materials in steelmaking in Brazil and internationally. The company operates through Ferrous Minerals, Base Metals, and Coal segments. The Ferrous Minerals segment produces and extracts iron ore and pellets, manganese, ferroalloys, and other ferrous products; and provides related logistic services. The Base Metals segment produces and extracts nickel and its by-products, such as copper, gold, silver, cobalt, precious metals, and others. The Coal segment is involved in the extraction of metallurgical and thermal coal; and provides related logistic services. It also offers platinum group metals. The company was formerly known as Companhia Vale do Rio Doce and changed its name to Vale S.A. in May 2009. Vale S.A. was founded in 1942 and is headquartered in Rio de Janeiro, Brazil.",Rio de Janeiro,55 21 3485 3900,RJ,Brazil,[],http://www.vale.com,1,Praia de Botafogo 186,Other Industrial Metals & Mining,17.24,17.52,14.513259,0.38683295,0.44849998,,17.56,,34626883,,17.24,17.38147,6.669,17.52,,34626883,,,,1.19,1614902400,0.792148,,,17.12,2,USD,3.3006911,17776533,,,,88183152640,,,29278230,,17.12,0,,36200,17776533,19,6.1834536,,,6.49,0,False,0.0678,27000,17.56,NYQ,VALE S.A.,Vale S.A.,America/New_York,EDT,False,-14400000,EQUITY,VALE,finmb_874225,us_market,,,,0.12810001,,,,2.78,,5129909760,,,36.216,83296789,0.0162,,1609372800,0.19538,,5.208,,,0.4746521,2.0000001e-05,1672444800,1609372800,3.03,1611878400,4533199701,88439668736,,1189641600,2:1,,,,,1614297600,1.76,,,83747056,,,,17.52,
